,year,month,author_name,paper_title,process,frequency,sat_power,pae_max,P1dB,PAE_1dB,Gain,EVM,modulation_speed,average_pout,average_pae,modulation_type,PA_type,node
165,2019,5,Li,A 28GHz Flip-Chip Packaged Chireix Transmitter With On-Antenna Outphasing Active Load Modulation,process.SOI,28.0,17.1,43.0,17.1,43.0,,-29.7,1000.0,10.7,20.6,64QAM,type.unknown,45
166,2019,7,Asbeck,Power Amplifiers for mm-Wave 5G Applications: Technology Comparisons and CMOS-SOI Demonstration Circuits,process.SOI,28.0,25.0,29.0,,,,,5000.0,17.0,15.0,64QAM,type.unknown,45
167,2019,5,Li,A 28GHz Flip-Chip Packaged Chireix Transmitter With On-Antenna Outphasing Active Load Modulation,process.SOI,28.0,17.1,43.0,,,,-27.5,2500.0,10.4,19.2,64QAM,type.unknown,45
168,2019,7,Li,Millimeter-Wave Continuos-Mode Power Amplifier for 5G MIMO Applications,process.SOI,28.0,18.6,45.7,16.6,,11.4,-28.1,500.0,11.0,10.2,64QAM (Design 3 at 39GHz),type.unknown,45
169,2019,7,Li,Millimeter-Wave Continuos-Mode Power Amplifier for 5G MIMO Applications,process.SOI,28.5,17.0,43.5,15.2,20.0,,-26.8,1500.0,10.7,21.5,64QAM,type.unknown,45
170,2019,2,Ali,A 25-35GHz Neutralized Continuous Class-F CMOS Power Amplifier for 5G Mobile Communications Achieving 26% Modulation PAE at 1.5Gb/s and 46.4% Peak PAE,process.bulk,29.0,14.75,46.4,13.2,40.0,10.0,-25.75,250.0,9.2,26.0,64QAM,type.unknown,65
171,2019,2,Ali,A 25-35GHz Neutralized Continuous Class-F CMOS Power Amplifier for 5G Mobile Communications Achieving 26% Modulation PAE at 1.5Gb/s and 46.4% Peak PAE,process.bulk,29.0,14.75,46.4,13.2,,10.0,-25.9,250.0,8.6,21.4,64QAM,type.unknown,65
172,2019,2,Ali,A 25-35GHz Neutralized Continuous Class-F CMOS Power Amplifier for 5G Mobile Communications Achieving 26% Modulation PAE at 1.5Gb/s and 46.4% Peak PAE,process.bulk,29.0,14.75,46.4,13.2,,10.0,-25.0,250.0,8.8,24.0,64QAM,type.unknown,65
173,2019,7,Li,Millimeter-Wave Continuos-Mode Power Amplifier for 5G MIMO Applications,process.SOI,37.0,18.6,40.2,16.3,10.7,10.7,-30.5,800.0,8.8,16.7,256QAM (Design 1 for Mod.),type.unknown,45
174,2019,7,Li,Millimeter-Wave Continuos-Mode Power Amplifier for 5G MIMO Applications,process.SOI,37.0,18.9,37.0,17.0,18.0,18.0,-28.1,500.0,10.3,13.1,64QAM (Design 3 at 28GHz),type.unknown,45
175,2019,6,Chang,A Ka-Band Stacked Power Amplifier with 24.8dBm Output Power and 24.3% PAE in 65nm CMOS Technology,process.bulk,38.0,24.8,24.3,21.7,13.0,17.5,-27.0,100.0,20.3,10.5,64QAM,type.unknown,65
176,2019,6,Chang,A Ka-Band Stacked Power Amplifier with 24.8dBm Output Power and 24.3% PAE in 65nm CMOS Technology,process.bulk,38.0,24.8,24.3,21.7,13.0,17.5,-27.0,100.0,20.3,10.5,256QAM,type.unknown,65
177,2019,6,Park,A High Efficiency 39GHz CMOS Cascode Power Amplifier for 5G Applications,process.bulk,38.5,16.8,32.9,14.9,28.8,25.8,-25.3,1400.0,10.3,16.9,64QAM OFDM with 14-CC,type.unknown,28
178,2019,7,Li,Millimeter-Wave Continuos-Mode Power Amplifier for 5G MIMO Applications,process.SOI,39.0,18.5,41.2,16.3,10.5,10.5,-30.5,1000.0,8.7,16.3,256QAM (Design 1 for Mod.),type.unknown,45
179,2019,7,Li,Millimeter-Wave Continuos-Mode Power Amplifier for 5G MIMO Applications,process.SOI,39.0,18.9,36.0,17.4,15.6,15.6,-29.2,500.0,11.7,11.9,64QAM (Design 3 at 37GHz),type.unknown,45
180,2019,6,Chen,A 38GHz Band Power Amplifier with Analog Pre-distortion for 1600MHz Transmission Bandwidth 64QAM OFDM Modulated Signal,process.bulk,39.0,20.7,35.0,20.2,32.8,14.4,-25.0,1600.0,13.2,7.1,64QAM OFDM,type.unknown,65
181,2019,6,Dasgupta,A 26dBm 39GHz Power Amplifier with 26.6% PAE for 5G Applications in 28nm bulk CMOS,process.bulk,39.0,26.0,26.6,21.5,13.6,38.0,-28.8,100.0,19.5,8.3,64QAM,type.unknown,28
182,2019,2,El-Aassar,"A Compact DC-to-108GHz Stacked-SOI Distributed PA/Driver Using Multi-Drive Inter-Stack Coupling, Achieving 1.525THz GBW, 20.8dBm Peak P1dB, and Over 100Gb/s in 64QAM and PAM-4 Modulation",process.SOI,50.0,21.5,13.4,20.8,12.5,,-25.0,5000.0,13.2,4.7,64QAM,type.unknown,45
183,2020,2,Zheng,A 15b Quadrature Digital Power Amplifier with Transformer-Based Complex-Domain Power Efficiency Enhancement,process.bulk,0.85,29.3,43.1,,,,-25.6,,23.6,24.4,"10 Mhz, 64 QAM",type.unknown,55
184,2020,9,Yin,A Broadband Switched-Transformer Digital Power Amplifier for Deep Back-Off Efficiency Enhancement,process.bulk,1.5,21.4,31.3,,,,-32.5,,15.2,25.3,64QAM (20Mhz),type.unknown,40
185,2020,9,Azam,Leveraging Programmable Capacitor Arrays for Frequency-Tunable Digital Power Amplifier,process.bulk,2.0,21.7,38.1,,,,-28.0,,15.1,23.7,"64 QAM, 20Mhz",type.unknown,65
186,2020,3,Zong,A 28GHz Two-Way Current Combining Stacked-FET Power Amplifier in 22nm FD-SOI,process.SOI,28.0,21.7,7.1,19.1,23.0,27.0,-30.6,800.0,14.3,11.8,64-256 QAM,type.unknown,22
187,2020,5,Ning,A 30GHz CMOS SOI Outphasing Power Amplifier With Current Mode Combining for High Backoff Efficiency and Constant Envelope Operation,process.SOI,30.0,17.0,45.0,,,7.0,-28.0,500.0,10.2,31.2,64QAM,type.unknown,45
188,2020,5,Ning,A 30-GHz CMOS SOI Outphasing Power Amplifier With Current Mode Combining for High Backoff Efficiency and Constant Envelope Operation,process.SOI,30.0,,50.5,17.0,40.0,7.0,-28.0,3000.0,10.2,31.2,16-32-64 QAM,type.unknown,45
189,2020,6,Daneshgar,High-Power Generation for mm-Wave 5G Power Amplifiers in Deep Submicrometer Planar and FinFET Bulk CMOS,process.bulk,39.0,26.0,31.0,28.9,13.9,37.0,-27.0,,14.7,8.3,"SC-QPSK, 16QAM, and 64QAM",type.unknown,28
190,2020,6,Aassar,A 120-GHz Bandwidth CMOS Distributed Power Amplifier With Multi-Drive Intra-Stack Coupling,process.SOI,60.0,21.6,14.0,20.0,10.2,16.0,-25.0,30000.0,13.5,6.9,64QAM,type.unknown,45
191,2021,7,Hung,A Quadrature Class-G Complex-Domain Doherty Digital Power Amplifier,process.bulk,2.2,27.8,32.1,,,,-42.0,40.0,14.7,7.9,802.11ax OFDM 1024QAM,type.unknown,65
192,2021,12,Yang,Quadrature Switched/Floated Capacitor Power Amplifier With Reconfigurable Self-Coupling Canceling Transformer for Deep Back-Off Efficiency Enhancement,process.bulk,2.4,30.3,36.5,,,,-35.9,40.0,20.44,22.6,1024QAM,type.unknown,40
193,2021,5,Qian,A Quadrature Digital Power Amplifier With Hybrid Doherty and Impedance Boosting for Complex Domain Power Back-Off Efficiency Enhancement,process.bulk,2.8,24.2,32.7,,,,-29.1,20.0,16.42,19.0,64QAM,type.unknown,40
194,2021,4,Mariappan,An 800 MHz-to-3.3 GHz 20-MHz Channel Bandwidth WPD CMOS Power Amplifier For Multiband Uplink Radio Transceivers,process.bulk,3.0,24.0,36.0,22.0,32.0,14.0,-32.6,20.0,20.0,33.0,16QAM LTE,type.unknown,180
195,2021,5,Qian,A Quadrature Digital Power Amplifier With Hybrid Doherty and Impedance Boosting for Complex Domain Power Back-Off Efficiency Enhancement,process.bulk,3.3,23.6,29.0,,,,-29.3,20.0,15.52,17.0,64QAM,type.unknown,40
196,2021,6,Sheth,A Four-Way Nested Digital Doherty Power Amplifier for Low-Power Applications,process.bulk,4.75,7.3,31.0,,,14.0,-22.5,1.0,3.1,35.0,16QAM,type.unknown,65
197,2021,6,Sheth,A Four-Way Nested Digital Doherty Power Amplifier for Low-Power Applications,process.bulk,5.25,6.5,26.0,,,14.0,-20.5,1.0,1.9,34.0,16QAM,type.unknown,65
198,2021,2,Celik,"A Robust, Efficient Distributed Power Amplifier Achieving 96 Gbit/s With 10 dBm Average Output Power and 3.7% PAE in 22 nm FD-SOI",process.SOI,15.0,16.0,17.0,13.0,8.2,10.0,-22.25,21600.0,10.0,3.7,64QAM,type.unknown,22
199,2021,11,Huang,A 19.7–38.9-GHz Ultrabroadband PA With Phase Linearization for 5G in 28-nm CMOS Process,process.bulk,22.0,18.1,34.4,13.3,,19.1,-25.0,100.0,8.5,11.0,64-QAM OFDM,type.unknown,28
200,2021,9,Lee,Millimeter-Wave Frequency Reconfigurable Dual-Band CMOS Power Amplifier for 5G Communication Radios,process.bulk,26.5,20.2,33.6,18.7,,13.0,-25.1,100.0,14.7,21.6,64-QAM,type.unknown,28
201,2021,7,Pashaeifar,A Millimeter-Wave Mutual-Coupling-Resilient Double-Quadrature Transmitter for 5G Applications,process.bulk,27.0,20.0,31.0,20.0,,,-24.6,800.0,11.36,17.6,64-QAM,type.unknown,40
202,2021,11,Ahn,A Highly Efficient and Linear mm-Wave CMOS Power Amplifier Using a Compact Symmetrical Parallel–Parallel Power Combiner With IMD3 Cancellation for 5G Applications,process.bulk,28.0,23.2,33.5,22.0,,15.9,-31.6,100.0,18.25,18.2,512-QAM,type.unknown,65
203,2021,5,Lee,A 28-GHz CMOS Power Amplifier Linearized by Dynamic Conductance Control and Body Carrier Injection,process.bulk,28.0,19.1,41.2,17.7,36.7,15.9,-25.0,100.0,11.9,16.8,64-QAM,type.unknown,65
204,2021,1,Tzu-Yuan,A 26-to-60GHz Continuous Coupler-Doherty Linear Power Amplifier for Over-An-Octave Back-Off Efficiency Enhancement,process.SOI,50.0,21.5,26.1,20.0,10.0,11.5,-25.0,3000.0,9.8,10.7,64QAM,type.unknown,45
205,2021,10,Naga Sasikanth Mannem,Broadband Active Load-Modulation Power Amplification Using Coupled-Line Baluns: A Multifrequency Role-Exchange Coupler Doherty Amplifier Architecture,process.SOI,53.0,21.15,29.88,,,,-23.0,18000.0,15.66,18.7,64QAM,type.unknown,45
206,2021,10,Naga Sasikanth Mannem,Broadband Active Load-Modulation Power Amplification Using Coupled-Line Baluns: A Multifrequency Role-Exchange Coupler Doherty Amplifier Architecture,process.SOI,53.0,21.15,29.88,,,,-24.0,200.0,10.89,10.2,5GNR FR2,type.unknown,45
207,2021,6,Tso-Wei Li,A V-Band Doubly Hybrid NMOS/PMOS Four-Way Distributed-Active-Transformer Power Amplifier for Nonlinearity Cancellation and Joint Linearity/Efficiency Optimization,process.SOI,55.0,16.3,35.4,13.5,,18.8,-25.2,3000.0,9.5,15.6,64QAM,type.unknown,45
208,2021,6,Tso-Wei Li,A V-Band Doubly Hybrid NMOS/PMOS Four-Way Distributed-Active-Transformer Power Amplifier for Nonlinearity Cancellation and Joint Linearity/Efficiency Optimization,process.SOI,55.0,16.1,36.0,15.0,,16.4,-24.5,18000.0,8.1,9.1,64QAM,type.unknown,45
209,2021,6,Tso-Wei Li,A V-Band Doubly Hybrid NMOS/PMOS Four-Way Distributed-Active-Transformer Power Amplifier for Nonlinearity Cancellation and Joint Linearity/Efficiency Optimization,process.SOI,55.0,16.3,35.4,13.5,,18.8,-23.5,400.0,10.8,14.5,5GNR CP-OFDM 64 QAM,type.unknown,45
210,2021,6,Tso-Wei Li,A V-Band Doubly Hybrid NMOS/PMOS Four-Way Distributed-Active-Transformer Power Amplifier for Nonlinearity Cancellation and Joint Linearity/Efficiency Optimization,process.SOI,55.0,16.1,36.0,15.0,,16.4,-23.2,800.0,8.0,8.1,5GNR CP-OFDM 64 QAM,type.unknown,45
211,2021,3,Tzu-Yuan,A 26-to-60GHz Continuous Coupler-Doherty Linear Power Amplifier for Over-An-Octave Back-Off Efficiency Enhancement,process.SOI,60.0,19.9,24.7,19.2,23.9,12.0,-25.2,200.0,7.4,7.8,5GNR FR2,type.unknown,45
212,2021,10,Mannem,Broadband Active Load-Modulation Power Amplification Using Coupled-Line Baluns: A Multifrequency Role-Exchange Coupler Doherty Amplifier Architecture,process.SOI,60.0,19.53,22.59,,,,-23.0,12000.0,15.8,17.95,64QAM,type.unknown,45
213,2021,10,Mannem,Broadband Active Load-Modulation Power Amplification Using Coupled-Line Baluns: A Multifrequency Role-Exchange Coupler Doherty Amplifier Architecture,process.SOI,60.0,19.53,22.59,,,,-24.0,200.0,12.25,13.5,5GNR FR2,type.unknown,45
214,2021,11,Celik,An NP Matrix-Based E-Band Power Amplifier Achieving 24-Gbit/s Data Rate Using 256 QAM in 22-nm FD-SOI,process.SOI,61.8,12.0,7.5,7.6,3.7,13.1,-24.2,18000.0,10.7,8.0,64QAM,type.unknown,22
215,2021,10,Chu,A Dual-Mode V-Band 2/4-Way Non-Uniform Power-Combining PA with +17.9-dBm Psat and 26.5-% PAE in 16-nm FinFET CMOS,process.FinFET,65.0,17.9,26.5,13.5,15.0,21.4,-20.7,4000.0,13.0,13.6,16-QAM,type.analog,16
216,2021,10,Chu,A Dual-Mode V-Band 2/4-Way Non-Uniform Power-Combining PA with +17.9-dBm Psat and 26.5-% PAE in 16-nm FinFET CMOS,process.FinFET,65.0,17.9,26.5,13.5,15.0,21.4,-21.6,6000.0,11.8,10.6,16-QAM,type.analog,16
217,2021,10,Chu,A Dual-Mode V-Band 2/4-Way Non-Uniform Power-Combining PA with +17.9-dBm Psat and 26.5-% PAE in 16-nm FinFET CMOS,process.FinFET,65.0,13.8,18.4,9.6,12.0,18.5,-21.9,6000.0,11.2,9.4,64-QAM,type.analog,16
218,2021,5,Chu,A Reconfigurable Non-Uniform Power-Combining V-Band PA With +17.9 dBm Psat and 26.5% PAE in 16-nm FinFET CMOS,process.FinFET,65.0,17.9,26.5,13.5,15.0,21.4,-20.7,4000.0,13.0,13.0,16QM,type.unknown,16
219,2021,5,Chu,A Reconfigurable Non-Uniform Power-Combining V-Band PA With +17.9 dBm Psat and 26.5% PAE in 16-nm FinFET CMOS,process.FinFET,65.0,13.8,18.4,9.6,12.0,18.5,-21.6,6000.0,11.8,10.6,16QAM,type.unknown,16
220,2021,5,Chu,A Reconfigurable Non-Uniform Power-Combining V-Band PA With +17.9 dBm Psat and 26.5% PAE in 16-nm FinFET CMOS,process.FinFET,65.0,13.8,18.4,9.6,12.0,18.5,-23.2,6000.0,9.8,7.2,64QAM,type.unknown,16
221,2021,11,Celik,An NP Matrix-Based E-Band Power Amplifier Achieving 24-Gbit/s Data Rate Using 256 QAM in 22-nm FD-SOI,process.SOI,83.7,13.9,13.8,10.1,6.8,13.1,-29.161,24000.0,8.5,4.9,256GHz,type.unknown,22
222,2022,4,Guo,A Floating-body Transistor Based Power Amplifier for Sub-6GHz 5G Applications in SOI CMOS 130 nm Process,process.SOI,5.5,22.2,28.0,,,25.6,-36.902,80.0,,26.9,256QAM 802.11ac VHT60 MCS9,type.unknown,130
223,2022,5,Pashaeifar,A Millimeter-Wave CMOS Series-Doherty Power Amplifier With Post-Silicon Inter-Stage Passive Validation,process.bulk,27.0,20.43,38.2,20.2,39.1,17.4,-24.5,400.0,8.8,15.0,64-QAM OFDM,type.unknown,40
224,2022,2,Bhagavatula,A 5G FR2 Power-Amplifier With an Integrated Power-Detector for Closed-Loop EIRP Control,process.SOI,28.0,19.0,20.0,16.0,,30.0,-25.0,400.0,12.5,12.0,64-QAM,type.unknown,28
225,2022,1,Mortazavi,A Four-Way Series Doherty Digital Polar Transmitter at mm-Wave Frequencies,process.bulk,29.5,18.7,24.0,,,,-29.0,300.0,12.0,11.9,64-QAM,type.unknown,40
226,2022,6,Zhang,A 38GHz Deep Back-Off Efficiency Enhancement PA with Three-Way Doherty Network Synthesis Achieving 11.3dBm Average Output Power and 14.7% Average Efficiency for 5G NR OFDM,process.SOI,38.0,18.9,23.3,18.4,23.0,15.0,-25.0,100.0,11.3,14.7,5G NR 1-CC 64QAM OFDM,type.unknown,45
227,2022,8,Chen,Design and Analysis of a 26–34.5-GHz Power Amplifier With Balanced Mismatch Reduction and Interstage Matching,process.bulk,29.0,21.6,30.4,20.4,29.4,25.1,-25.0,100.0,12.6,10.1,64-QAM,type.analog,65
228,2022,6,Pashaeifar,Load-Modulation-Based IMD3 Cancellation for Millimeter-Wave Class-B CMOS Power Amplifiers Achieving EVM < 1.2%,process.bulk,28.0,20.1,40.6,,,,-38.7,50.0,8.9,9.46,64-QAM,type.analog,40
229,2022,10,Pashaeifar,A Millimeter-Wave CMOS Series-Doherty Power Amplifier With Post-Silicon Inter-Stage Passive Validation,process.bulk,27.0,20.43,38.2,20.2,39.1,17.4,-36.3,100.0,9.8,17.7,64-QAM OFDM,type.analog,40
230,2022,0,Oh,A 24-to-44 GHz Compact Linear 5G Power Amplifier with Open-Terminated Balun in 65nm Bulk CMOS,process.bulk,24.0,19.3,29.6,17.5,20.0,10.0,-25.0,100.0,10.4,6.24,64-QAM,type.analog,65
231,2022,0,Oh,A 24-to-44 GHz Compact Linear 5G Power Amplifier with Open-Terminated Balun in 65nm Bulk CMOS,process.bulk,28.0,19.5,35.2,17.5,28.0,22.0,-25.0,100.0,11.6,8.94,64-QAM,type.analog,65
232,2022,0,Oh,A 24-to-44 GHz Compact Linear 5G Power Amplifier with Open-Terminated Balun in 65nm Bulk CMOS,process.bulk,39.0,18.2,25.4,17.0,23.0,12.5,-25.0,100.0,10.9,7.9,64-QAM,type.analog,65
233,2022,0,Oh,A 24-to-44 GHz Compact Linear 5G Power Amplifier with Open-Terminated Balun in 65nm Bulk CMOS,process.bulk,44.0,17.5,24.5,19.0,15.0,16.0,-25.0,100.0,8.8,5.1,64-QAM,type.analog,65
234,2022,0,Rusanen,Ka-Band Orthogonal Load-Modulated Balanced Amplifier in 22 nm CMOS FDSOI,process.SOI,26.0,19.5,15.7,18.3,,16.6,-26.6,120.0,14.0,8.8,64-QAM,type.analog,22
235,2023,3,Yang,Millimeter-Wave Quadrature Mixed-Mode Transmitter With Distributed Parasitic Canceling and LO Leakage Self-Suppression,process.bulk,24.0,24.03,31.54,,,,-29.6,400.0,17.3,17.3,64-QAM,type.unknown,40
236,2023,4,Huang,A Coupler Balun Load-Modulated Power Amplifier With Extremely Wide Bandwidth,process.SOI,32.5,22.0,40.5,21.5,39.9,16.0,-25.0,500.0,13.4,24.8,64-QAM,type.analog,45
237,2023,4,Huang,A Coupler Balun Load-Modulated Power Amplifier With Extremely Wide Bandwidth,process.SOI,40.0,21.8,27.8,20.0,26.0,13.5,-25.2,500.0,12.6,15.6,64-QAM,type.analog,45
238,2023,4,Huang,A Coupler Balun Load-Modulated Power Amplifier With Extremely Wide Bandwidth,process.SOI,50.0,21.5,26.1,19.5,24.0,12.0,-25.0,500.0,9.8,10.7,64-QAM,type.analog,45
239,2023,0,Zhang,A Millimeter-Wave Three-Way Doherty Power Amplifier for 5G NR OFDM,process.SOI,38.0,18.9,23.3,18.4,23.0,15.0,-25.0,100.0,11.3,14.7,64-QAM,type.analog,45
240,2023,2,Li,A 4.1W Quadrature Doherty Digital Power Amplifier with 33.6% Peak PAE in 28nm Bulk CMOS,process.bulk,2.9,36.1,33.6,,,16.0,-25.0,20.0,29.4,18.6,20-MHz 64 QAM LTE,type.unknown,28
241,2023,4,Huang,A Coupler Balun Load-Modulated Power Amplifier With Extremely Wide Bandwidth,process.SOI,50.0,21.5,26.1,25.0,20.0,12.5,-25.3,200.0,8.0,10.0,5GNRFR2,type.unknown,45
242,2023,4,Huang,A Coupler Balun Load-Modulated Power Amplifier With Extremely Wide Bandwidth,process.SOI,60.0,19.9,24.7,25.0,18.0,11.0,-25.2,200.0,7.5,5.0,5GNRFR2,type.unknown,45
